Ind_ID,GENDER,Car_Owner,Propert_Owner,CHILDREN,Annual_income,Type_Income,EDUCATION,Marital_status,Housing_type,Birthday_count,Employed_days,Mobile_phone,Work_Phone,Phone,EMAIL_ID,Type_Occupation,Family_Members
5135487,F,N,Y,0,135000,State servant,Higher education,Single / not married,Municipal apartment,-10660,-1935,1,0,0,0,Core staff,1
5135636,M,Y,Y,0,195750,Working,Secondary / secondary special,Married,House / apartment,-18836,-931,1,1,1,0,Laborers,2
5135990,F,N,Y,1,585000,Commercial associate,Higher education,Single / not married,House / apartment,-10430,-900,1,0,0,0,Managers,2
5135991,F,N,Y,1,585000,Commercial associate,Higher education,Single / not married,House / apartment,-10430,-900,1,0,0,0,Managers,2
5142183,M,Y,Y,2,,Commercial associate,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,4
5142184,M,Y,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,4
5142185,M,Y,Y,2,450000,Commercial associate,Higher education,Married,House / apartment,-17841,-4305,1,1,1,0,Managers,4
5142361,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,3
5142362,M,Y,Y,1,112500,Working,Secondary / secondary special,Married,House / apartment,-16204,-925,1,1,1,0,Drivers,3
5142456,F,N,N,0,67500,Commercial associate,Higher education,Separated,House / apartment,-18952,-499,1,0,1,0,Core staff,1
5142458,F,N,Y,0,67500,Commercial associate,Higher education,Separated,House / apartment,-18952,-499,1,0,1,0,Core staff,1
5142459,F,N,Y,0,67500,Commercial associate,Higher education,Separated,House / apartment,-18952,-499,1,0,1,0,Core staff,1
5143342,M,N,N,1,216000,Working,Secondary / secondary special,Married,Municipal apartment,-12946,-2418,1,0,0,1,Laborers,3
5145690,F,N,Y,0,306000,Pensioner,Higher education,Married,House / apartment,-21590,365243,1,0,0,0,,2
5145817,F,N,Y,0,90000,Pensioner,Secondary / secondary special,Married,House / apartment,-22011,365243,1,0,0,0,,2
5146005,M,Y,Y,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-10177,-189,1,0,0,1,Managers,1
5146079,F,N,Y,1,108000,Working,Secondary / secondary special,Married,House / apartment,-12723,-1132,1,1,1,0,Sales staff,3
5146167,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-20296,-1770,1,0,0,0,Security staff,2
5146444,F,N,Y,0,135000,Working,Secondary / secondary special,Widow,House / apartment,-14394,-919,1,0,1,0,Managers,1
5148932,M,Y,N,0,108000,Working,Secondary / secondary special,Married,Office apartment,-17209,-1081,1,0,0,0,Security staff,2
5148934,M,Y,N,0,108000,Working,Secondary / secondary special,Married,Office apartment,-17209,-1081,1,0,0,0,Security staff,2
5149188,M,Y,N,1,450000,Working,Higher education,Married,House / apartment,-9847,-502,1,0,1,1,Core staff,3
5149190,M,Y,N,1,450000,Working,Higher education,Married,House / apartment,-9847,-502,1,0,1,1,Core staff,3
5149192,,Y,N,1,450000,Working,Higher education,Married,House / apartment,-9847,-502,1,0,1,1,Core staff,3
5149828,M,Y,Y,0,315000,Working,Secondary / secondary special,Married,House / apartment,-17348,-2420,1,0,0,0,Managers,2
5149834,F,N,Y,0,157500,Commercial associate,Higher education,Married,House / apartment,-12387,-1325,1,0,1,1,Medicine staff,2
5149838,F,N,Y,0,157500,Pensioner,Higher education,Married,House / apartment,-12387,-1325,1,0,1,1,Medicine staff,2
5118538,F,N,Y,1,81000,Working,Secondary / secondary special,Married,Municipal apartment,-15749,-6367,1,1,1,0,Cleaning staff,3
5069057,M,Y,N,0,225000,Commercial associate,Secondary / secondary special,Married,House / apartment,-17762,-2484,1,0,0,0,Laborers,2
5066689,F,N,Y,0,180000,Commercial associate,Higher education,Civil marriage,House / apartment,-12946,-341,1,0,1,1,Sales staff,2
5086062,F,N,Y,0,135000,State servant,Secondary / secondary special,Married,House / apartment,-20542,-9422,1,0,1,0,Core staff,2
5113717,F,N,N,1,135000,Working,Secondary / secondary special,Married,House / apartment,-16415,-3054,1,0,0,1,Private service staff,3
5066765,F,N,Y,1,63000,Commercial associate,Secondary / secondary special,Married,House / apartment,-14550,-2987,1,0,0,0,Sales staff,3
5105227,F,N,Y,0,135000,Working,Secondary / secondary special,Married,House / apartment,-17365,-2128,1,0,0,0,Laborers,2
5054648,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-24238,365243,1,0,0,0,,1
5067187,F,N,Y,0,112500,Working,Higher education,Married,House / apartment,-11432,-820,1,1,0,0,Core staff,2
5105818,F,N,Y,0,45000,Pensioner,Secondary / secondary special,Married,House / apartment,-22072,365243,1,0,1,0,,2
5033574,F,Y,Y,1,,Working,Secondary / secondary special,Married,House / apartment,-14222,-141,1,1,1,0,Cooking staff,3
5125478,F,N,Y,0,202500,Pensioner,Secondary / secondary special,Married,House / apartment,-20661,365243,1,0,0,0,,2
5046340,M,N,Y,1,180000,Working,Lower secondary,Married,House / apartment,-10581,-1692,1,1,0,0,,3
5054058,,Y,N,1,450000,Working,Higher education,Married,House / apartment,-15045,-4686,1,0,1,0,Managers,3
5022326,M,Y,Y,0,256500,Commercial associate,Higher education,Married,House / apartment,-21503,-1674,1,0,0,1,Core staff,2
5065764,F,N,Y,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,-14746,-693,1,0,0,0,,1
5067849,F,N,Y,0,180000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14756,-567,1,0,0,0,,1
5097169,F,N,N,0,90000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10731,-885,1,0,0,0,Sales staff,1
5048583,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-21579,365243,1,0,0,0,,2
5115566,M,N,Y,0,126000,Pensioner,Secondary / secondary special,Married,Rented apartment,-16491,365243,1,0,0,0,,2
5052722,F,N,N,0,126000,Pensioner,Secondary / secondary special,Married,House / apartment,-21875,365243,1,0,0,0,,2
5067723,F,N,Y,1,337500,Working,Academic degree,Single / not married,House / apartment,-12555,-2769,1,0,0,0,,2
5056077,M,Y,Y,0,90000,Working,Secondary / secondary special,Married,House / apartment,-12154,-1547,1,0,0,0,Core staff,2
5022275,M,Y,Y,0,131400,Pensioner,Secondary / secondary special,Married,House / apartment,-23646,365243,1,0,0,0,,2
5143016,M,N,N,0,180000,Commercial associate,Secondary / secondary special,Civil marriage,Rented apartment,-14542,-3179,1,0,0,0,Laborers,2
5066709,F,N,Y,0,247500,Pensioner,Secondary / secondary special,Widow,House / apartment,-24511,365243,1,0,0,0,,1
5021445,F,N,Y,0,121500,Working,Secondary / secondary special,Married,With parents,-13315,-5204,1,1,1,0,Core staff,2
5053592,F,N,Y,1,117000,Working,Lower secondary,Widow,House / apartment,-17633,-3072,1,0,1,0,,2
5116163,F,N,Y,2,90000,Working,Secondary / secondary special,Married,House / apartment,-9899,-320,1,0,0,0,Security staff,4
5041273,M,N,Y,0,445500,Commercial associate,Higher education,Separated,House / apartment,-19298,-2469,1,0,0,0,,1
5066627,M,Y,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,,-583,1,0,0,0,,2
5125399,M,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-10066,-834,1,0,0,0,Laborers,2
5067345,F,Y,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16541,-1085,1,0,1,0,,2
5053711,F,Y,N,2,157500,Commercial associate,Incomplete higher,Married,House / apartment,-12857,-1399,1,0,0,1,,4
5096234,F,N,N,0,117000,Working,Secondary / secondary special,Married,House / apartment,-17087,-7310,1,1,1,0,Medicine staff,2
5125158,M,N,Y,1,234000,Working,Secondary / secondary special,Married,House / apartment,-11970,-1748,1,0,0,0,Laborers,3
5143231,F,Y,Y,1,1575000,Commercial associate,Higher education,Single / not married,House / apartment,-10142,-2479,1,0,0,0,Managers,2
5062688,M,Y,Y,0,247500,State servant,Secondary / secondary special,Married,Municipal apartment,-20112,-875,1,1,0,1,High skill tech staff,2
5105685,F,N,Y,2,144000,Working,Secondary / secondary special,Married,House / apartment,-14132,-2805,1,1,1,0,Private service staff,4
5115984,M,Y,Y,2,180000,Working,Higher education,Married,House / apartment,-13174,-2477,1,0,0,0,Managers,4
5085769,F,N,Y,0,,Commercial associate,Secondary / secondary special,Married,House / apartment,-19310,-1477,1,0,0,0,Cleaning staff,2
5065363,F,N,Y,1,216000,Working,Higher education,Single / not married,House / apartment,-10512,-1782,1,0,1,0,Core staff,2
5140074,F,N,Y,0,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,-15124,-431,1,0,0,0,Core staff,2
5067643,F,N,Y,0,171000,Pensioner,Higher education,Married,House / apartment,-19961,365243,1,0,0,0,,2
5091963,M,Y,N,0,180000,Working,Secondary / secondary special,Married,Municipal apartment,-18809,-1416,1,1,0,0,Drivers,2
5053637,F,N,N,0,225000,Pensioner,Higher education,Separated,House / apartment,-21944,365243,1,0,0,0,,1
5067149,M,N,N,2,225000,Working,Incomplete higher,Married,House / apartment,-13969,-263,1,0,0,0,,4
5096424,M,Y,N,0,270000,Commercial associate,Higher education,Separated,House / apartment,-11621,-2349,1,0,1,0,,1
5046283,F,N,Y,0,67050,Pensioner,Higher education,Married,House / apartment,-24305,365243,1,0,0,0,,2
5029348,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,-10942,-412,1,0,0,0,Drivers,2
5096061,F,N,N,2,73350,Working,Secondary / secondary special,Married,House / apartment,-14321,-7068,1,0,0,0,Medicine staff,4
5028917,F,Y,Y,0,112500,Working,Secondary / secondary special,Married,House / apartment,-17202,-1787,1,0,0,0,Sales staff,2
5117778,F,Y,N,0,144000,Working,Secondary / secondary special,Widow,House / apartment,-14407,-1345,1,0,0,0,HR staff,1
5095310,F,Y,Y,0,225000,Working,Higher education,Married,House / apartment,-12322,-3717,1,0,0,0,Core staff,2
5050655,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-14667,-1048,1,1,1,0,Accountants,2
5033817,F,Y,N,1,292500,State servant,Higher education,Married,House / apartment,-16010,-2667,1,0,1,0,Core staff,3
5052963,M,Y,Y,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-9984,-2606,1,0,0,0,Laborers,2
5113159,M,Y,Y,0,157500,Commercial associate,Secondary / secondary special,Single / not married,Municipal apartment,-9862,-2135,1,1,0,0,Laborers,1
5143235,F,Y,Y,1,1575000,Commercial associate,Higher education,Single / not married,House / apartment,-10142,-2479,1,0,0,0,Managers,2
5132800,F,N,Y,0,157500,Working,Secondary / secondary special,Separated,House / apartment,-18540,-1534,1,0,0,0,Sales staff,1
5090549,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-15241,-2531,1,0,0,0,,2
5054522,F,Y,Y,1,135000,Working,Higher education,Married,House / apartment,-10014,-2311,1,0,0,0,,3
5051061,F,N,N,2,112500,Commercial associate,Secondary / secondary special,Married,House / apartment,-11945,-1323,1,0,1,0,,4
5010707,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,-15862,-5061,1,0,1,0,Drivers,2
5028984,F,N,Y,0,193500,Working,Secondary / secondary special,Separated,House / apartment,-19063,-2213,1,1,1,1,Laborers,1
5028615,,Y,Y,0,225000,Commercial associate,Higher education,Single / not married,With parents,-10681,-2152,1,0,1,0,Sales staff,1
5126034,F,Y,Y,0,108000,Working,Secondary / secondary special,Separated,House / apartment,-17171,-925,1,0,0,1,Cleaning staff,1
5090470,M,N,Y,1,900000,Working,Secondary / secondary special,Married,House / apartment,-15380,-4509,1,0,0,0,Laborers,3
5021775,F,N,Y,0,292500,Commercial associate,Higher education,Civil marriage,House / apartment,-14522,-1552,1,0,0,0,Laborers,2
5046415,M,Y,Y,0,270000,Working,Higher education,Married,House / apartment,-14466,-1569,1,0,1,0,,2
5065606,M,Y,N,0,270000,Pensioner,Higher education,Married,House / apartment,-23489,365243,1,0,0,0,,2
5117314,M,N,Y,1,292500,Working,Secondary / secondary special,Married,House / apartment,-16632,-1679,1,0,0,0,Laborers,3
5009195,F,N,N,0,292500,State servant,Secondary / secondary special,Married,House / apartment,-20953,-8684,1,1,1,0,Accountants,2
5139548,F,Y,Y,2,157500,Commercial associate,Higher education,Married,House / apartment,-13584,-6337,1,0,1,0,Medicine staff,4
5096416,F,N,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,-16876,-97,1,1,0,0,,2
5042286,F,N,Y,0,157500,Working,Secondary / secondary special,Single / not married,House / apartment,-10809,-1222,1,0,0,0,Secretaries,1
5050729,M,Y,N,0,180000,Working,Secondary / secondary special,Single / not married,With parents,-8528,-531,1,0,0,0,,1
5038897,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-22886,365243,1,0,1,0,,2
5050973,F,N,N,1,112500,State servant,Secondary / secondary special,Single / not married,House / apartment,-15964,-7591,1,0,0,0,Core staff,2
5044935,M,N,Y,2,360000,State servant,Higher education,Married,House / apartment,-16027,-5639,1,0,1,0,Managers,4
5113539,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-20976,-1776,1,0,0,0,Laborers,2
5085990,F,Y,Y,0,225000,Pensioner,Secondary / secondary special,Married,House / apartment,-21717,365243,1,0,0,0,,2
5033452,F,N,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,-19143,-5498,1,1,1,0,Core staff,2
5051240,F,Y,N,0,121500,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-23328,365243,1,0,0,0,,1
5065335,M,N,Y,0,202500,Commercial associate,Lower secondary,Married,Rented apartment,-9766,-1935,1,0,1,0,Sales staff,2
5145978,F,Y,N,0,112500,State servant,Secondary / secondary special,Widow,House / apartment,-19538,-5880,1,0,0,0,Secretaries,1
5105614,F,Y,Y,2,135000,Working,Higher education,Married,House / apartment,-12334,-460,1,0,0,0,Accountants,4
5038845,F,N,Y,0,103500,Commercial associate,Secondary / secondary special,Married,House / apartment,-17007,-1569,1,1,1,0,Sales staff,2
5105556,F,N,Y,0,157500,Working,Secondary / secondary special,Married,House / apartment,-19802,-4532,1,0,0,0,Laborers,2
5028383,M,Y,N,0,337500,Working,Secondary / secondary special,Single / not married,With parents,-11344,-3309,1,0,0,0,Core staff,1
5009980,F,Y,Y,0,180000,State servant,Secondary / secondary special,Married,House / apartment,-20644,-3873,1,0,0,0,Medicine staff,2
5062075,F,N,Y,0,112500,Pensioner,Secondary / secondary special,Married,House / apartment,-21392,365243,1,0,0,0,,2
5009706,F,N,N,0,157500,Working,Higher education,Married,House / apartment,-11644,-344,1,0,0,0,Managers,2
5146463,M,Y,N,0,360000,State servant,Higher education,Married,House / apartment,-9983,-1923,1,0,0,0,,2
5112662,F,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,-12269,-604,1,0,0,0,Managers,3
5096796,M,Y,Y,0,337500,Working,Higher education,Separated,House / apartment,-13188,-584,1,0,0,0,Laborers,1
5066843,F,N,Y,0,135000,Pensioner,Secondary / secondary special,Married,House / apartment,-17090,365243,1,0,0,0,,2
5066597,F,N,N,1,360000,Commercial associate,Higher education,Civil marriage,House / apartment,-14805,-1922,1,0,0,0,Sales staff,3
5047704,F,N,Y,2,,Working,Secondary / secondary special,Single / not married,House / apartment,-14717,-1496,1,0,0,0,,3
5009074,F,Y,Y,1,450000,State servant,Higher education,Married,House / apartment,-17726,-708,1,0,1,1,Core staff,3
5090954,F,N,N,0,270000,State servant,Secondary / secondary special,Separated,House / apartment,-19363,-12332,1,0,1,1,Medicine staff,1
5143019,M,N,N,0,270000,Working,Secondary / secondary special,Married,With parents,-11768,-622,1,1,1,0,Laborers,2
5118617,F,N,N,0,270000,Commercial associate,Higher education,Single / not married,House / apartment,-15770,-5209,1,0,0,0,Sales staff,1
5116018,F,Y,Y,0,450000,Pensioner,Higher education,Widow,House / apartment,-22083,365243,1,0,1,0,,1
5139662,F,N,Y,0,157500,Pensioner,Lower secondary,Married,House / apartment,-23483,365243,1,0,0,0,,2
5042232,F,N,Y,0,112500,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-12849,-6273,1,1,0,0,Sales staff,1
5125317,M,Y,N,0,292500,Commercial associate,Secondary / secondary special,Married,House / apartment,-20874,-2722,1,0,0,0,,2
5068038,F,N,N,0,112500,State servant,Secondary / secondary special,Married,With parents,-17164,-9363,1,0,0,0,Medicine staff,2
5038814,F,N,Y,0,247500,Commercial associate,Secondary / secondary special,Married,House / apartment,-19366,-746,1,0,0,0,,2
5095356,F,N,N,0,157500,Working,Secondary / secondary special,Single / not married,With parents,-9020,-1039,1,0,0,0,Sales staff,1
5037266,M,Y,N,0,225000,Working,Secondary / secondary special,Single / not married,House / apartment,-11892,-1322,1,0,0,0,Drivers,1
5052865,F,N,Y,0,94500,Commercial associate,Incomplete higher,Married,House / apartment,-13870,-3458,1,1,1,0,Sales staff,2
5096211,M,N,N,0,81000,Working,Secondary / secondary special,Civil marriage,House / apartment,-14211,-158,1,1,0,0,Low-skill Laborers,2
5023280,F,Y,Y,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,-16701,-2457,1,0,0,0,Sales staff,2
5132340,F,N,Y,2,198000,Commercial associate,Incomplete higher,Separated,House / apartment,-15646,-2811,1,0,0,0,,3
5136012,F,N,N,3,180000,Working,Higher education,Married,House / apartment,-13678,-7018,1,0,0,0,Core staff,5
5045917,M,Y,Y,0,315000,Commercial associate,Secondary / secondary special,Married,Rented apartment,-16990,-2026,1,0,0,0,Drivers,2
5041073,F,N,Y,0,67500,Working,Secondary / secondary special,Single / not married,House / apartment,-18179,-188,1,0,0,0,Laborers,2
5149660,F,N,Y,1,180000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-11920,-2967,1,0,0,0,Realty agents,3
5022756,F,N,N,1,202500,Commercial associate,Secondary / secondary special,Separated,House / apartment,-10800,-3166,1,0,0,0,Sales staff,2
5036562,F,N,N,1,112500,Working,Secondary / secondary special,Married,House / apartment,-11953,-5107,1,1,0,0,,3
5117754,M,Y,N,0,306000,Working,Secondary / secondary special,Married,House / apartment,-16011,-1649,1,0,0,0,Managers,2
5125281,F,N,Y,1,90000,Working,Secondary / secondary special,Married,House / apartment,-16280,-3694,1,0,0,1,Sales staff,3
5149039,F,N,Y,2,270000,Commercial associate,Higher education,Civil marriage,House / apartment,-11008,-3697,1,0,0,0,Laborers,4
